what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,,"org.eclipse.ui.console.ConsoleView",1392566007862
activated,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1392566015178
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392566051277
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392566053726
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392566054256
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392566059436
activated,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1392566061791
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1392566063772
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1392566094661
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1392566104567
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1392566109980
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1392566110105
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1392566123677
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1392566127436
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392566128591
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392566128856
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1392566130806
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1392566131898
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1392566145065
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1392566150900
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1392566160306
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1392566169885
activated,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1392566171804
activated,view,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.ui.ServersView",1392566175891
activated,view,org.eclipse.ui.console,,"org.eclipse.ui.console.ConsoleView",1392566176063
activated,view,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.ui.ServersView",1392566177124
executed,command,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.run",1392566179480
activated,view,org.eclipse.ui.console,,"org.eclipse.ui.console.ConsoleView",1392566180510
activated,view,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.ui.ServersView",1392566181604
activated,view,org.eclipse.ui.console,,"org.eclipse.ui.console.ConsoleView",1392566182946
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392566183025
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392566183181
activated,view,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.ui.ServersView",1392566184179
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392566184289
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392566188831
activated,view,org.eclipse.ui.console,,"org.eclipse.ui.console.ConsoleView",1392566188831
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392566228520
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392566242577
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1392566274105
activated,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1392566278036
activated,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1392566278972
activated,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1392566280298
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392566305087
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392566308877
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1392566317894
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1392566321623
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1392566329267
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1392566370841
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392566375319
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392566394712
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1392566405476
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1392566405991
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1392566413884
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1392566415928
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1392566434461
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1392566437066
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1392566438283
activated,view,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.ui.ServersView",1392566442214
activated,view,org.eclipse.ui.console,,"org.eclipse.ui.console.ConsoleView",1392566444461
executed,command,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.run",1392566444805
activated,view,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.ui.ServersView",1392566444836
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392566445943
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392566446288
activated,view,org.eclipse.ui.console,,"org.eclipse.ui.console.ConsoleView",1392566446288
activated,view,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.ui.ServersView",1392566447288
activated,view,org.eclipse.ui.console,,"org.eclipse.ui.console.ConsoleView",1392566447444
activated,view,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.ui.ServersView",1392566447600
activated,view,org.eclipse.ui.console,,"org.eclipse.ui.console.ConsoleView",1392566448771
activated,view,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.ui.ServersView",1392566449988
activated,view,org.eclipse.ui.console,,"org.eclipse.ui.console.ConsoleView",1392566454481
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1392566458287
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392566467117
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392566473201
activated,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1392566474854
activated,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1392566477288
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1392566487537
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1392566491796
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1392566492357
activated,view,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.ui.ServersView",1392566494261
executed,command,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.debug",1392566496741
activated,view,org.eclipse.ui.console,,"org.eclipse.ui.console.ConsoleView",1392566497850
activated,view,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.ui.ServersView",1392566498866
activated,view,org.eclipse.ui.console,,"org.eclipse.ui.console.ConsoleView",1392566498975
activated,view,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.ui.ServersView",1392566499053
activated,view,org.eclipse.ui.console,,"org.eclipse.ui.console.ConsoleView",1392566500645
activated,view,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.ui.ServersView",1392566502066
executed,command,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.run",1392566504031
activated,view,org.eclipse.ui.console,,"org.eclipse.ui.console.ConsoleView",1392566504984
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392566505031
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392566506499
activated,view,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.ui.ServersView",1392566506515
activated,view,org.eclipse.ui.console,,"org.eclipse.ui.console.ConsoleView",1392566507841
activated,view,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.ui.ServersView",1392566509152
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392566510057
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392566515720
activated,editor,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.core.jspsource.source",1392566525485
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1392566533410
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392566534408
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1392566546999
