what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser",1389420005530
opened,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1389420006668
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1389420006762
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1389420011853
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1389420012587
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389420013413
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389420130214
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1389420131444
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389420132229
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389420139380
activated,view,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.ui.ServersView",1389420141036
executed,command,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.run",1389420144187
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1389420145332
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389420145740
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389420146673
activated,view,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.ui.ServersView",1389420146686
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1389420147912
activated,view,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.ui.ServersView",1389420149304
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389420152063
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389420155930
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389420157486
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389420158548
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389420161028
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389420193102
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110510,"org.eclipse.equinox.p2.garbagecollector",1389420258575
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1389420664176
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1389420664207
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1389420671789
started,bundle,org.eclipse.wst.xml.ui,1.1.200.v201105111835,"org.eclipse.wst.xml.ui",1389420673988
started,bundle,org.eclipse.wst.jsdt.web.ui,1.0.400.v201103080228,"org.eclipse.wst.jsdt.web.ui",1389420674129
started,bundle,org.eclipse.wst.jsdt.web.core,1.0.400.v201104190230,"org.eclipse.wst.jsdt.web.core",1389420674207
started,bundle,org.eclipse.wst.css.ui,1.0.600.v201103022054,"org.eclipse.wst.css.ui",1389420674987
started,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1389420675143
opened,editor,org.eclipse.wst.html.ui,1.0.600.v201104211436,"org.eclipse.wst.html.core.htmlsource.source",1389420675330
activated,editor,org.eclipse.wst.html.ui,1.0.600.v201104211436,"org.eclipse.wst.html.core.htmlsource.source",1389420675455
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1389420683099
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389420719213
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389420721646
opened,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1389420721911
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1389420722005
activated,editor,org.eclipse.wst.html.ui,1.0.600.v201104211436,"org.eclipse.wst.html.core.htmlsource.source",1389420767400
opened,view,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.views.AllMarkersView",1389420772189
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1389420773234
activated,editor,org.eclipse.wst.html.ui,1.0.600.v201104211436,"org.eclipse.wst.html.core.htmlsource.source",1389420774155
started,bundle,org.eclipse.jst.jsf.facelet.ui,1.0.1.v201104032306,"org.eclipse.jst.jsf.facelet.ui",1389420785184
started,bundle,org.eclipse.jst.jsf.ui,1.3.2.v201104251204,"org.eclipse.jst.jsf.ui",1389420785262
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389420800191
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389420807367
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389420814169
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389420814387
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1389420819301
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389420822967
started,bundle,org.eclipse.wst.common.environment,1.0.400.v200912181832,"org.eclipse.wst.common.environment",1389420827008
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1389420882939
